home,away,line,p_over,p_under,fair_odds_over,fair_odds_under,mu_match,mu_league,mu_home,mu_away,alpha_base,alpha_used,low_sample_flag,home_matches_w,away_matches_w,gameweek
Everton,Brentford,11.5,0.3441,0.6558999999999999,2.906131938390003,1.5246226558926668,10.272780950051876,8.88446900166354,5.304541032326468,4.968239917725408,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Everton,Brentford,12.5,0.2589,0.7411,3.8624951718810348,1.3493455673998112,10.272780950051876,8.88446900166354,5.304541032326468,4.968239917725408,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Newcastle,Crystal Palace,7.5,0.77902,0.22097999999999995,1.2836640907807244,4.525296406914654,10.612066766194314,8.88446900166354,6.479798273156205,4.132268493038108,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Newcastle,Crystal Palace,8.5,0.68644,0.31355999999999995,1.4567915622632712,3.189182293659906,10.612066766194314,8.88446900166354,6.479798273156205,4.132268493038108,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Newcastle,Crystal Palace,9.5,0.58464,0.41535999999999995,1.710454296661193,2.407550077041603,10.612066766194314,8.88446900166354,6.479798273156205,4.132268493038108,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Newcastle,Crystal Palace,10.5,0.4797,0.5203,2.0846362309776945,1.9219680953296177,10.612066766194314,8.88446900166354,6.479798273156205,4.132268493038108,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Newcastle,Crystal Palace,11.5,0.38164,0.61836,2.620270411906509,1.617180930202471,10.612066766194314,8.88446900166354,6.479798273156205,4.132268493038108,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Newcastle,Crystal Palace,12.5,0.29244,0.70756,3.4195048556968954,1.4133077053536096,10.612066766194314,8.88446900166354,6.479798273156205,4.132268493038108,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Tottenham,Sunderland,7.5,0.71526,0.28474,1.3980930011464363,3.5119758376062373,9.9387915900708,8.88446900166354,6.210368335104048,3.7284232549667506,0.07825760017513976,0.10956064024519566,1,60.8,19.0,20
Tottenham,Sunderland,8.5,0.6148,0.3852,1.6265452179570592,2.596053997923157,9.9387915900708,8.88446900166354,6.210368335104048,3.7284232549667506,0.07825760017513976,0.10956064024519566,1,60.8,19.0,20
Tottenham,Sunderland,9.5,0.5095,0.49050000000000005,1.9627085377821396,2.038735983690112,9.9387915900708,8.88446900166354,6.210368335104048,3.7284232549667506,0.07825760017513976,0.10956064024519566,1,60.8,19.0,20
Tottenham,Sunderland,10.5,0.41036,0.5896399999999999,2.4368846866166294,1.6959500712299032,9.9387915900708,8.88446900166354,6.210368335104048,3.7284232549667506,0.07825760017513976,0.10956064024519566,1,60.8,19.0,20
Tottenham,Sunderland,11.5,0.31922,0.6807799999999999,3.13263579976192,1.4689033167836894,9.9387915900708,8.88446900166354,6.210368335104048,3.7284232549667506,0.07825760017513976,0.10956064024519566,1,60.8,19.0,20
Tottenham,Sunderland,12.5,0.2406,0.7594,4.156275976724855,1.316829075585989,9.9387915900708,8.88446900166354,6.210368335104048,3.7284232549667506,0.07825760017513976,0.10956064024519566,1,60.8,19.0,20
Fulham,Liverpool,7.5,0.73606,0.26393999999999995,1.3585848979702742,3.7887398651208617,10.020238235616915,8.88446900166354,4.470719905452694,5.549518330164221,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Fulham,Liverpool,8.5,0.63234,0.36766,1.5814277129392416,2.7199042593700704,10.020238235616915,8.88446900166354,4.470719905452694,5.549518330164221,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Fulham,Liverpool,9.5,0.52466,0.47534,1.905996264247322,2.103757310556654,10.020238235616915,8.88446900166354,4.470719905452694,5.549518330164221,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Fulham,Liverpool,10.5,0.41908,0.58092,2.386179249785244,1.7214074227088068,10.020238235616915,8.88446900166354,4.470719905452694,5.549518330164221,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Fulham,Liverpool,11.5,0.3198,0.6802,3.1269543464665417,1.4701558365186709,10.020238235616915,8.88446900166354,4.470719905452694,5.549518330164221,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Fulham,Liverpool,12.5,0.23676,0.76324,4.223686433519176,1.3102038677218175,10.020238235616915,8.88446900166354,4.470719905452694,5.549518330164221,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Manchester City,Chelsea,7.5,0.68378,0.31621999999999995,1.4624586855421333,3.1623553222440077,9.449964414913273,8.88446900166354,5.7745412574269634,3.675423157486309,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Manchester City,Chelsea,8.5,0.57242,0.42757999999999996,1.7469690087697842,2.338743626923617,9.449964414913273,8.88446900166354,5.7745412574269634,3.675423157486309,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Manchester City,Chelsea,9.5,0.46314,0.53686,2.1591743317355445,1.8626830086055954,9.449964414913273,8.88446900166354,5.7745412574269634,3.675423157486309,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Manchester City,Chelsea,10.5,0.35772,0.64228,2.7954825002795483,1.556953353677524,9.449964414913273,8.88446900166354,5.7745412574269634,3.675423157486309,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Manchester City,Chelsea,11.5,0.26826,0.7317400000000001,3.727726832177738,1.3666056249487522,9.449964414913273,8.88446900166354,5.7745412574269634,3.675423157486309,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
Manchester City,Chelsea,12.5,0.19352,0.80648,5.167424555601488,1.2399563535363556,9.449964414913273,8.88446900166354,5.7745412574269634,3.675423157486309,0.07825760017513976,0.07825760017513976,0,60.8,60.8,20
